#2019-09-21
author_id,post_id,title,excerpt,published_at,image_count,favorites,comments
107570,41050237,赛里雅蓝之眼,赛里亚蓝之眼冰岛赛里雅蓝瀑布，可以说是冰岛最美的瀑布，站在洞内侧，用12毫米包围曝光接片拍下这张，每按一下快门，就赶紧用镜头布擦去弥漫在镜头上的水滴。当接到最左侧的时候，一位外国朋友以为我在拍她，竟然保持微笑面对镜头，最终的成像，犹如她美丽的眼睛一般明亮美丽,2019-06-26 10:34:21,1,709,44
395013,52583281,,重庆南滨路下的桥洞，对面就是朝天门码头和来福士广场。在人们难以注意到的角落，自然的原住民重新成为了这里的主角~,2019-09-14 18:48:51,1,499,46
370045,13025897,星空下的守望,,2016-04-23 10:15:26,5,18504,193
395013,25972859,图虫小伙伴们新年快乐,10张2018拍摄的照片，告别过去，祝图虫小伙伴们2019新年快乐，看到更多更美的风景。,2019-01-01 22:04:35,10,5873,308
400799,14209206,summer.,,2017-03-08 10:57:49,21,10262,225
1695426,35603357,,白日梦想家,2019-06-01 08:29:57,9,7725,198
3385030,24600879,红岩顶,,2018-11-23 08:58:42,1,7716,249
107570,53006151,,杨家溪打卡,2019-09-19 17:23:23,1,301,22
233968,41226219,静静的白桦林,,2019-06-27 13:39:40,3,619,56
1812193,41063385,,枯树湖,2019-06-26 12:19:27,1,322,1
2390505,41207405,《草木同苏》,。。。。。。,2019-06-27 11:16:23,1,513,111
295707,32496944,,玉珠帘,2019-05-10 19:51:13,1,1251,107
413173,13073438,云之彼端,"夜幕降临 云雾退却 建筑渐渐显现。恍惚间觉得自己站在这云之彼端，被淹没在这个城市的河流中，深感自己的渺小。这里的节奏真的很快，但总有一些美好，值得你放慢脚步，去品味 去记录，然后在心动的时刻 按下快门 …

TAMRON SP 15-30mm f/2.8 拍摄",2016-05-09 00:04:21,3,7226,141
1812193,21527568,,,2018-09-04 09:29:58,1,372,12
1027179,41356493,《北极光》,"拍摄于挪威罗弗敦群岛。北极光犹如浅色的薄纱帘子在北极天空飘动，它之所以迷人，其光线和颜色的雅致，其透明性，尤其是其形态的飘忽不定和短暂性。行走在路上的阿卡.AK
PS：华为P30Pro 手持拍摄。",2019-06-28 11:41:14,1,550,45
107570,41404869,奥德加瀑布(冰岛）,"奥德加瀑布
奥德加瀑布（Aldeyjarfoss)，距离众神瀑布并不远，此行拍摄了众多冰岛的瀑布，但是奥德加瀑布在我看来是最具魅力的，尤其在阴云笼罩下的它，瀑布上方河流的线条，配合庄重的玄武岩，无不给人以宗教般的神秘与庄严，而瀑布下方裙摆装的水流，又给人以一丝浪漫与温柔.或者它更像一位美丽而神秘的女神，在与她对望时，你能感受到她那份吞噬一切，魅惑众生的黑暗力量，你却身不由己的去靠近她，探究他，无法自拔",2019-06-28 17:49:10,1,606,31
1812193,20686149,,,2018-08-09 10:48:36,1,451,40
1812193,21665002,,,2018-09-06 20:18:16,1,344,3
107570,41578412,海神的祭奠,"海神的祭奠
冰岛斯奈山半岛除了草帽山，靠近北部的海岸线个人感觉创作对象也比较多，这个海蚀拱门就算一个标志性的地点，而这片区域生长着很多图中这种开着鲜艳花朵的多肉植物，与料峭冷峻的火山玄武岩形成的拱门形成非常强烈的反差，一个鲜艳娇柔，一个沧桑粗粝，而这个角度的花朵与拱门的安置，会让人感觉这朵花是被人专门放在这里，朝向拱门，祭奠神秘而悠远的大海的，说到这里要声明一下哦，画面中的所有物体都没有无中生有...",2019-06-29 19:42:01,1,847,60
233968,41110985,一切都风轻云淡,,2019-06-26 18:08:16,3,672,43
1842909,26265849,叱咤,照片名字是随便起的，实在是想不出来该叫啥了。黑龙潭公园去了三次，第一次踩机位，第二次拍日出（天色很不好）第三次离开丽江回家前，又去看了一遍玉龙雪山的日落。南边就是黑龙潭拍摄玉龙雪山日出的最经典机位，很多人用50mm左右去拍。从经典机位往北走，过桥，就能找到这个地方，是在第一天来黑龙潭的时候发现的。虽然没有前面那个机位经典，但本人因为很喜欢风光和古建，所以更喜欢这张照片。由于两边都有灌木阻碍，而且长...,2019-01-11 01:18:37,1,13638,378
1177462,13415778,天梯,今天时间充裕，ps了一张创意图，没想到中途死机了，前期很多工作都白做了。  ：）    不说了，发图,2016-08-20 00:13:40,4,6570,489
1857827,20417261,,,2018-07-30 19:01:55,1,13481,630
1516848,30220898,,"我镜头下的澳门
微博：Hymchu",2019-04-05 23:55:28,9,11899,318
1027179,52685283,《Vestrahorn 》,"《Vestrahorn 》
Vestrahorn的作品分享后，收到很多朋友的来信，有几个朋友提到想看黑白版本。所以今天分享这张作品的黑白版本。
Vestrahorn山位于冰岛东南部的Stokksnes半岛上，是冰岛最为壮观美丽的山峰之一。Vestrahorn海拔 454米，黑沙滩环绕左右，陡峭的悬崖从一侧秀美的湖泊中升起，自然的粗犷与美丽在此并行不悖。与其他景点相比，Vestrahorn显得较为偏远，因此游客也较少。PS:这里也是我们露营的营地之一，也是第一个找...",2019-09-15 17:33:51,1,276,17
1505242,17128098,漠河旅行,零下20度的漠河蜜月旅行,2018-03-26 17:38:41,17,6671,319
107570,40899357,沧浪之歌,"沧浪之歌此行冰岛，希望能探寻一些非常规机位，和我TONY带队在黛缇瀑布附近，原本想寻找MAX RIVE的一个瀑布机位，怎奈找了半天，没有找到可以带领大家安全下去的道路，虽然我和TONY两人可以冒险下到瀑布下面，但是考虑队员的安全，最终放弃探索，于是在高处拍摄了这一张。虽然未能如愿，但站在悬崖边缘，仍然能感受到这里的苍凉与壮阔，迎风而立时，耳边响起那首“沧浪之歌”： 
 不要怀疑我踉跄的荣耀，
我渺小可我眷恋流放.
我...",2019-06-25 10:55:26,1,539,23
413173,39363942,喀拉峻之夜,凌晨三点的喀拉峻草原上 等待按下快门三十秒后的结果 其实拍摄星空是看不到具体的画面的 有的只是只是个模糊的轮廓和几颗亮眼的星星 更多的是对结果的期待。快门结束，天山山脉永不融化的积雪和星空银拱交汇出 一副唯美而不真实的画面,2019-06-16 11:56:38,1,2533,35
3643902,21255708,胶片-03,柯达金200,2018-08-28 16:36:42,11,1488,39
1027179,53091176,《Homeworld》,"《Homeworld》北欧之行，在荷兰呆了8天。这里不仅是男人的天堂，更是建筑风光摄影爱好者的天堂。这是一次深度创作的行程，每天都在寻找新机位和创作的路上，几乎跑遍了整个荷兰。这个场景是我梦里一直在寻找的理想家园。宁静的傍晚,风吹过湖面泛起一片涟漪,惊起芦苇丛里的野鸭和白天鹅。此时湖对面的房子也都亮起了灯，在红霞的映衬下，如梦如幻。行走在路上的阿卡.AK",2019-09-20 18:04:34,1,268,25
987670,15615808,诸神的远山,穿梭在黑夜与白昼之间，既是黄昏与黎明。窥窃这一时空夹缝，不过拿相机而记录。国庆年宝玉则之行。（PS.感谢同行的小伙伴的帮助，都是些聚聚）,2017-10-27 10:05:37,1,12366,443
419665,35548317,,小的时候自尊心很强，生怕别人觉得自己不行，喜欢逞能。现在刚好相反，我怕有人对我抱有期待，我什么也不会，我只会玩...  ​​​,2019-05-31 22:18:23,1,4072,92
1027179,52793645,《Skeiðará Bridge Monument》,"《Skeiðará Bridge Monument》1996年Vatnajofull火山爆发时造成的冰川洪水摧毁的大桥残骸。每一次,这样的灾难之后,我们都会为逝去的辉煌表示遗憾,为被摧毁后的文明痛心疾首。 然而我们心里也很明白,人类的痕迹永远是脆弱的,尤其在大自然面前。拍摄于冰岛南部Skeiðará Bridge Monument。它是一座被冲毁的桥梁，桥梁残骸就在一号公路旁边,就在路边也不绕路,可以停车一看。两块颜色鲜艳的扭曲的钢铁,它现在也成为了冰岛1号公路的一...",2019-09-16 21:53:41,1,254,16
1134163,25994559,南京一下雪就变成金陵,南京,2019-01-02 13:32:21,1,2085,30
3756946,52644958,,"静观清风皓月，意行天阔地远。新疆。

摄影：@回形岛 ​",2019-09-15 09:48:04,9,250,18
233968,40824778,我们去大草原的湖边 等候鸟飞回来,,2019-06-24 20:13:15,4,518,37
1771734,52856377,,进步是目的；理想是标准。,2019-09-17 18:54:43,1,252,17
1027179,13763786,《追星星的人》,《追星星的人》,2016-11-25 10:09:48,1,11406,166
257752,12967323,记春日里的一场樱花雨-鼋头渚,,2016-04-01 21:52:02,10,7540,374
29731,29673739,,喀纳斯的雪，来自西伯利亚的冷风，穿过叶尼赛河边的森林、越过巴尔喀什湖畔的草原，轻易地跨过人类定义的国境线，只需要一步。,2019-03-30 22:54:25,14,4423,177
2911610,49234233,亦幻亦真,,2019-08-15 07:06:28,1,281,1
1762190,51002372,,你的名字,2019-08-29 13:02:50,5,481,24
469811,52971714,俄勒冈州美丽的水 3,俄勒冈州30号路是一条沿着哥伦比亚河南边，长约121公里，历史悠久的风景优美公路。其中最漂亮，最多经典瀑布的一段绿色长廊在2017年被山火烧毁。我2018年的5月到达那里时，仍然被封闭着禁止进入。当时非常沮丧，难到我这趟专程来拍摄的几个有名瀑布就这样无缘相见吗？但还是要因地制宜：尽量发掘一些小景河流，以及边远的瀑布拍摄。因为寻求边远的瀑布，自然会遇到不少困难。敬请持续关注下面每个瀑布的拍摄故事。,2019-09-19 07:24:05,1,243,15
1676157,19138798,流云,摄于印尼布罗莫,2018-06-06 20:22:56,1,14324,936
472425,52665851,《天山之巅》,"新疆天山山脉第一神山：博格达峰海拔5445米，位于东经88.3度，北纬43.8度。
凌晨爬起从登山大本营（3550米）再上升了两百米
第一缕温暖的阳光穿过身体洒在冰湖滋养着这片神奇的圣地
每年的7、8月份是博格达最佳的登山季
画面中下方黄色的帐篷就是登山俱乐部的营地
营地旁还有个日本“白水小姐”的衣冠冢（1981年仅30岁的白水小姐掉进冰缝里遇难，时至1997年冰川运动才将她的遗体露出火化后安葬于此）
登山队员会从太阳升起的那面...",2019-09-15 13:49:13,1,239,16
1116340,13450305,星耀跑马梁,,2016-08-29 23:33:11,1,9326,359
354633,12974555,月落洱海边,,2016-04-05 15:46:40,1,6560,362
1690150,52641418,选择靠谱的旅拍摄影师，你一定要了解这些信息,选择靠谱的旅拍摄影师，你一定要了解这些信息随着中国经济的腾飞，老百姓的生活水平得到了大幅度的提升，其中有一个特别明显的信号是：旅行的方式发生了巨大的变化，越来越多的年轻人抛弃了父辈走马观花式或者低价购物团式的低端旅行，转而更加讲究出行的品质，比如邀请专业的旅拍摄影师同行，为她们一路拍摄专业的美照。       这样，就诞生了旅拍摄影师这个专业的门类，今天，我就把个人对于旅拍摄影师的认识尽量客观地分享给...,2019-09-15 08:53:17,0,226,29
2724138,20193570,橘子汽水,"拍摄地点：我家小区

出镜@abby
摄影@卿葵",2018-07-24 10:28:27,28,2097,49
1038796,13261600,花咲く旅路,,2016-07-05 15:40:46,1,4762,219
471946,14916615,【青春上旋】【上海篇】,历时近两周，对上海23所高校的50个校区进行了“地毯式扫荡”，共找到旋来表达转楼梯27个。经过一个月的后期精修，完成了《青春上旋》上海篇。,2017-07-08 08:33:25,28,4637,104
469811,52818095,俄勒冈州美丽的水 2,"2018年5月拍摄于美国西海岸以美丽河流瀑布为特色的俄勒冈州Oregon。请参看上一张“俄勒冈州美丽的水 1。 你更喜欢哪一张？

刚从意大利山区带教风光摄影实战教学班回到家。很快又要出发加拿大班服国家公园带教拍摄。",2019-09-17 08:45:41,1,230,15
1027179,52004660,《Let new adventures begin》,《Let new adventures begin》世界之隙，光明即将来临之际，黑暗弥留。黑夜的寂静，慢慢随着光明的来临而消失，水与空气之间弥漫着朦胧的雾气，感觉就像是一些音符在山之间演奏。伴随着第一缕阳光，终于看清了前方等待我去探索的神秘领域。远处在浓云密布之下显得更加的神秘，启程...朝着属于我的魔幻之路出发。听说只要翻越眼前的高山，穿越几百公里荒无人烟的苔藓地貌，越过冰川就可以到达。接下来会是一个充满挑战的旅程--出...,2019-09-08 18:34:27,1,1408,138
267872,52987391,冰与火之歌,看完《权力的游戏》有段时间了， 一直想再修一张冰与火的照片。 虽然第八季不尽人意，但前七季带来的视觉盛宴我已满足。,2019-09-19 12:33:41,1,228,17
2311896,15775005,期期与芦苇,早上去海边遛狗看日出，在这片芦苇给期期用手机拍了几张，期期的毛色跟芦苇的颜色也是绝配！,2017-11-18 10:14:04,10,6731,289
395013,38759241,国家地理全球大奖！Grand Prize of Natgeo Travel Photo Contest 2019,"我的照片获得了2019年国家地理摄影大赛全球总冠军+城市类第一名！
从开始喜欢地理探险的那时起，登上这个世界性舞台对我而言，一直都是非常遥远却不断在努力的目标之一。未来还要继续探索，将更多的原创影像呈现给大家。
感谢图虫小伙伴们的支持！",2019-06-13 09:13:41,10,5861,389
1069254,16146100,,,2018-01-01 19:20:03,1,6436,221
1145421,52945684,角楼 2,,2019-09-18 21:13:12,1,214,17
361326,52848120,- 海 -,看海,2019-09-17 16:59:34,1,209,1
69068,6848050,北京爬楼大合集,北京爬楼大合集，不断更新中，希望大家喜欢，多多交流！,2014-09-09 22:37:39,112,4194,223
495990,26367051,定格悉尼的美,躺着游世界～,2019-01-14 04:44:01,9,238,12
1771734,52986869,,我是太阳,2019-09-19 12:24:29,1,207,17
1771734,52814653,,"如是我闻 
大悲无泪
大悟无言
大笑无声",2019-09-17 06:23:30,1,203,18
7134327,52458914,,西瓜少女,2019-09-13 16:48:12,9,497,5
395013,40147474,,暴风雪中的格陵兰小镇，除了彩色的屋子和行人，整个世界只剩一片纯净的白色。,2019-06-21 09:55:03,1,1535,74
1516848,15742381,,第一次远门旅行 - 新疆  短短几天  日出而作 星升而息  也算是人生中不可取替的时光 In Frame @灿梨,2017-11-13 21:55:01,9,23067,1156
1864025,15678403,玩点即兴扫街～柳州卡乐星球,"柳州的传说中的卡乐星球，乡村版迪士尼乐园。
去的晚了点，赶在天黑前快速扫了几张。我也有入境，找找看（偷笑）
人文偶尔也可以玩玩，16-35是可以的。",2017-11-05 05:12:03,9,7998,322
395013,32644315,,"人类在自然面前是渺小的。世界上有很多震撼的雪山、峡湾、星空、极光，即使再广的广角镜头也无法收纳。
此时唯有全景接片，才能接近还原出肉眼见到的宏大景象。一组托马斯拍摄的世界各地的全景户外风景照片。",2019-05-13 09:58:43,9,4268,155
1890818,52704648,拉萨篇：布达拉宫E,摄于布达拉宫广场。,2019-09-15 20:55:50,1,200,56
2641574,31289363,,,2019-04-19 04:41:11,8,2691,68
2390505,52814357,《一缕暖阳》,。。。。。。,2019-09-17 05:44:45,1,198,60
395013,28655186,回家,Upernavik是北极圈以北700公里的一座童话小镇。3月的傍晚，气温只有零下30度，是时候回到温暖的家中了。,2019-03-14 10:03:14,1,4189,325
1185230,39859469,,霓虹国风光,2019-06-19 12:04:52,47,2065,182
294517,52710677,MY HEART 2,,2019-09-15 21:46:12,6,195,8
1027179,52576740,《Chasing dream》,《Chasing dream》面对心之所向，我们都有过种种的犹豫迟疑，也许因为惯性，也许因为胆怯。你说梦想有多遥远，它就有多遥远。我选择彻夜不停的前进，只为了离梦想更近一步。黑暗的山洞里，瀑布的风浪和水汽，把我们拒着于千里之外。逆风而行，朝着微光的方向前进。眼睛被水打得睁不开。在黑暗和朦胧中突然感受到一束耀眼的光，它照亮了我们前进的路。ps：拍摄于冰岛南部的一个山洞瀑布，由于洞里因瀑布形成的风浪和水汽都很大，...,2019-09-14 17:45:48,1,306,15
1890818,52705099,拉萨篇：纪念碑,摄于布达拉宫广场。,2019-09-15 20:59:51,2,193,53
294125,41214173,人间仙境,,2019-06-27 12:11:36,1,465,34
957710,14814728,澳大利亚海景组图,十二张海景均摄于新洲东海岸悉尼及周边，影像不仅记录了变幻的光影还有照片背后的故事，从佳能到索尼，相机见证了四年的光阴，晨曦中看日出，余晖里看日落。,2017-06-18 14:54:11,12,6022,299
1285679,40920823,,梦游仙境,2019-06-25 13:39:17,1,857,106
957710,53037343,Gibson Step,,2019-09-19 23:08:23,1,190,10
1890818,52704814,拉萨篇：布达拉宫东广场,,2019-09-15 20:57:27,1,189,54
1893160,32854661,,【 北疆风光】,2019-05-17 12:10:16,16,724,83
3229965,22806197,,奎屯 白杨河,2018-10-07 08:22:37,1,6997,187
2912653,16130289,腊月.下章,12月份的下樟，分外的宁静。泛黄的树叶，落在石子路上，屋檐上。一位女孩的到来，打破了这份宁静。活泼可爱的孩子，给古村增添了另外一种味道。而时光定格在这一张张照片中。,2017-12-30 21:42:16,10,9453,669
472425,40827626,《捌零贰柒》,"全球排名第十四的高峰：希夏邦玛于喜马拉雅山脉中段东经85.7°北纬28.3°
每日徒步在超5000海拔的壮美线路之上
对于高山摄影师必须承受极大的体能挑战
贡措营地凌晨四点
穿越高达一米的冰丛里徒步了两个小时
在之前用无人机踩好的机位如期抵达这个冰封秘境
希夏群峰一字排开静候着朝圣者的到来
黎明的曙光即将点燃峰群
高山摄影的魅力还在于你永远不知道下一秒的极致景象",2019-06-24 20:29:39,1,338,22
1027179,52858484,《Lighthouse》灯塔-大海的守望者,"《Lighthouse》灯塔-大海的守望者
拍摄于冰岛首都雷克雅未克东部的一座灯塔，一面像是硝烟四起的地热温泉，一面则是狂风巨浪的大海。它孤独的耸立在这里已有几百年了。拍摄这张的时候突然有种感同身受。感觉有时候，我们就像是一座灯塔一样。生命中的很多时候，我们只剩独自一人。就像茫茫大海上的一座灯塔，不求任何人的理解和怜悯，只愿守护着属于自己的小小岛，以抵抗日以继夜的孤独。又或许有些时候，只是为了逃避，不想解...",2019-09-17 19:22:04,1,186,11
3505293,40857645,,"给你们降降温
https://iceland-photo-tours.com

欢迎关注我的Instagram
https://www.instagram.com/iuriebelegurschi",2019-06-24 22:59:35,1,289,20
2390505,53149152,《流芳》,。。。。。。,2019-09-21 11:12:30,1,183,46
469811,41354972,凝望星空,"2018年3月拍摄于美国。我独自一人驱车从死亡谷出来沿着395号路一直往北开的路上，奔向这么一处如外星球的地方。夜里也的确发生了在当时如星球大战似的的车水马龙的赫人局面。天亮才看清原来是在拍摄电影。这就是圆洞那里有光的原因。

大家期盼已久的三栖影社摄影学院“ 风光摄影高级前期班”正式推出。 我们的课程设计会使一个未入门的风光摄影小白引领到当今世界，尤其是欧美风光摄影技术和知识的最前沿 *********两年内可以反...",2019-06-28 11:29:22,1,275,24
2829073,41050699,,云顶小屋,2019-06-26 10:37:58,5,2236,13
392018,13250536,威廉古堡,,2016-07-01 21:32:02,1,5289,294
386739,14703929,一口七字,,2017-05-31 14:19:39,13,3392,126
3217499,51794546,,我们终会在岸边相遇,2019-09-06 16:03:35,12,828,24
271813,41199382,燃烧的深圳湾,,2019-06-27 10:08:22,1,236,9
3064909,19476409,温宿大峡谷,,2018-06-22 11:15:46,4,5471,236
395013,15115328,蓝色妖姬,"世界上最让人望而生畏的川口塔大岩壁前，覆盖着密密麻麻的冰川与乱石。而在这高海拔的不毛之地，竟然也生长着充满生机的克什米尔翠雀野花，犹如魔幻时空中的蓝色妖姬。
本张照片的处理颇为费时，由于花丛纵深大且边缘复杂，自动景深堆叠完全失效，只能花2个小时用蒙版一点一点把各张的清晰部分抠出来，进行手动的景深合成。",2017-08-08 12:09:15,1,4219,126
1020748,13911443,2016，说不出的再见,种瓜得豆，种豆得瓜，生活并不总是如你所愿，阴差阳错却时有发生。换个角度看，未必是一件坏事。没错，这就是生活。所幸一路有支持相伴的新朋老友，心底的幸福远胜于过程的艰辛。技术，器材，一开始觉得最重要，后来发现并非如此。爱与分享，才是天平上最重的砝码。2016，说不出的再见。,2017-01-02 15:44:29,9,5537,345
2968206,16153211,失恋公路,"几个月前，原本要跟女友一起旅行。结果临出发前我们分手了。无奈的我只能自己一个人开车上路。这是一段4个月的独身公路旅行。所以边打工边旅行。我曾经在澳洲最有名的酒区barossa valley酒庄采葡萄酿酒，在中部荒漠里的澳宝重镇coober pedy挖矿淘宝，在北领地无人区glen helen的度假村里洗盘子。因为心里不切实际的小浪漫，我把车后座改成了双人床
一路都睡车上。非常喜欢那种拉开窗帘就能看见漫天银河的感觉，也喜欢早晨被穿过...",2018-01-02 13:57:51,10,6815,286
370045,12868433,WANAKA孤树,每个来这里的摄影师都要膜一张啦,2016-02-05 12:19:13,1,7330,201
294517,52532508,LISA,拍在中秋生日之际,2019-09-14 09:06:49,14,232,17
1890818,52773500,拉萨篇：布达拉宫西广场,,2019-09-16 17:58:18,2,178,48
1516848,31871898,,手机摄影 —— 器材从来不会限制你的想法,2019-04-30 05:53:01,11,2527,138
1890818,52998397,多彩盐湖（2）,摄于查尔干盐湖。,2019-09-19 15:21:47,2,177,45
1056197,14655988,圣地记忆,两次进藏所获，参赛需要，一并发出,2017-05-23 20:10:49,25,5179,333
1890818,52998324,多彩盐湖（1）,摄于查尔干盐湖。,2019-09-19 15:20:37,2,174,49
2390505,41492433,《各自远扬》,。。。。。。,2019-06-29 09:23:01,1,290,56
1166456,53166091,华为mate30pro保时捷版预置主题,继mate20后，mate30再次采用我的图片作为官方主题图片，感谢华为，也希望自己能像华为一样越战越勇，勇往直前。,2019-09-21 14:43:49,5,173,8
469811,53140572,俄勒冈州美丽的水 4,"2018年5月拍摄于美国西海岸以美丽河流瀑布为特色的俄勒冈州Oregon。这张是穿上冬天划船保暖不进水的裤子趟水寻找合适的角度，找到漂亮的流水线做前景拍摄。

希望明年能有时间去那里举办一期拍摄俄勒冈州美丽河流瀑布的专题摄影教学班。我个人非常喜欢那里。",2019-09-21 09:06:11,1,173,9
1890818,52998489,多彩盐湖（3）,摄于查尔干盐湖。,2019-09-19 15:23:15,2,168,59
294125,52892955,入夜,一组星空，拍摄于美国西部。,2019-09-18 06:07:42,5,170,16
1771734,53144036,,远离尘嚣,2019-09-21 10:02:54,1,168,23
1291663,26542749,,蒸汽时代,2019-01-19 17:52:09,1,10491,407
1287058,52921338,海韵 中国最美海岸线,,2019-09-18 15:42:20,1,169,14
1890818,52844422,林芝篇：天佛瀑布,摄于林芝卡定天佛瀑布。,2019-09-17 16:02:56,2,169,40
438396,41198508,,中国最美海岸线，没有之一,2019-06-27 09:59:59,1,307,20
1890818,52773780,林芝篇：千年古柏,摄于林芝柏树王景区，这颗古柏据说有2000多年树龄。,2019-09-16 18:02:12,2,167,55
1160026,40867607,半壁飞渡，一望天涯,,2019-06-24 23:57:54,1,419,32
420404,21424978,,两天的日出，见识了，bromo的不用形态，火山谷里居然起云海了，流星为两张合成的 拍了2小时这个方位就抓到两颗,2018-09-01 13:23:55,4,4727,264
50777,12818306,#镜头中的2015#  军刀出鞘,2015年是我彻底转变的一年，开始爱上了风光、爬楼，并结识了众多朋友。虽然这一年来工作多变，心情烦躁。但是与好友们一起拍摄的时光是快乐的，难忘的。2016我将继续与你们在一起！,2015-12-29 00:53:14,13,2500,80
310799,15536715,老家的大海,"老家的大海

流氓兔摄影工作室（珠江新城）微博：https://weibo.com/11tuzi，
约片微信：yiweirabbit",2017-10-15 12:13:43,12,6606,252
1890818,52915626,林芝篇：小溪,摄于天佛瀑布景区。,2019-09-18 14:05:17,1,165,49
1771734,52547573,,"一人一牛一蓑衣，
一天一地一世界，
或入凡尘？
或入梦乡？
这里一切都显得那么安详，突然有一种想回家放牛的冲动，那里没有生活压力，没有城市的喧嚣，没有江湖套路，没有爱恨情仇，我只关心我的牛还在不在，就放一头牛，多了也数不过来，牛在吃草，我在睡觉。",2019-09-14 12:21:35,1,370,44
1890818,52915531,,摄于林芝。,2019-09-18 14:03:47,2,162,51
1360343,52700728,党岭,党岭,2019-09-15 20:20:59,1,163,19
6451452,36963824,,带着小人游中国,2019-06-05 21:31:50,10,1048,37
1287058,52772559,海韵,,2019-09-16 17:44:48,1,162,24
56150,10889782,《梦想家》,,2015-02-20 15:48:09,1,7786,189
1890818,52844758,林芝篇：清泉,摄于林芝天佛瀑布景区。,2019-09-17 16:07:18,2,161,53
58636,5206967,大峡谷的落日与星空,,2013-08-24 13:10:20,16,4163,48
294125,53136565,等秋来,,2019-09-21 07:24:41,1,160,10
1166456,53142680,孕育大地,孕育大地,2019-09-21 09:41:27,1,159,9
1099189,52646038,Ama Dablam倒影,拍摄于尼泊尔EBC徒步过程中，EBC是世界上著名的徒步线路之一。虽然每年来这里徒步的人数不胜数，但是在这里你却几乎看不到摄影者的身影，相比国内的各种雪山网红点，这里更值得去探索。,2019-09-15 10:03:05,1,157,7
1027179,52454543,《追星者》,《追星者》浩瀚的星空总能激发人的好奇心，其中还含有一种唯美的情愫。理性派诉诸于科学探索，头脑中有一张详尽的天文图谱；浪漫派将一切交付于想象，不愿意掀开古老传说的面纱：牛郎织女与寂寞的嫦娥，偕同二十八星宿，当轻罗小扇扑流萤之时，守护着一代代人对星空的梦想。这其实也是一代代人心灵上的旅行，人们仰望星空感怀、揣测或者敷衍出故事，但极少追随星光而行走。这或许多少取决于人们从星空汲取多少感动，又愿意为此...,2019-09-13 16:01:37,26,395,24
1762190,52832955,,一片树叶落入水中 就有了茶的味道。,2019-09-17 13:06:05,4,157,1
2724138,20673696,夏天的颜色,,2018-08-08 22:34:59,13,3173,63
1873597,14944084,人像后期调色教程【22】,"预设下载+原片下载见微信公众号
更多教程关注微信公众号：houqifx
作者：帽子阿姨",2017-07-12 18:43:15,15,3070,70
1890818,53081961,多彩盐湖（6）,查尔干盐湖随拍。,2019-09-20 16:04:15,1,156,59
107570,53060293,,我眼中的冰岛……,2019-09-20 10:42:07,21,154,19
